b,g,e,p,f,d,c,n
"Key Food Stores Co-Operative, Inc.",073296064377,533.0,6.67,33.33,6.7,46.67,"KEY FOOD, SWEETENED SNOWFLAKE COOCNUT"
"Peanut Butter & Co, Inc.",851087000045,594.0,25.0,50.0,6.2,18.75,PEANUT BUTTER BLENDED WITH FIERY SPICES
"Key Food Stores Co-Operative, Inc.",073296166514,594.0,21.88,50.0,6.2,21.88,"KEY FOOD, CREAMY PEANUT BUTTER, CREAMY"
Wilkins-Rogers Inc.,010200229002,367.0,6.67,3.33,6.7,76.67,ENRICHED STONE GROUND WHITE CORN MEAL
"Key Food Stores Co-Operative, Inc.",073296077254,359.0,7.69,5.13,2.6,69.23,"KEY FOOD, PANCAKE & WAFFLE COMPLETE MIX"
Harris-Teeter Inc.,072036120519,125.0,28.57,0.89,0.0,0.0,"HERRIS TEETER, PREMIUM ALBACORE SOLID WHITE TUNA IN WATER"
Harris-Teeter Inc.,072036290335,91.0,3.97,3.17,1.6,11.9,"HARRIS TEETER, SPAGHETTI RINGS WITH MEATBALLS PASTA IN TOMATO SAUCE"
Harris-Teeter Inc.,072036120502,107.0,23.21,0.89,0.0,0.0,"HARRIS TEETER, CHUNK LIGHT TUNA IN WATER"
"Fischer & Wieser Specialty Foods, Inc.",020138137256,175.0,0.0,2.5,0.0,35.0,"FISCHER & WIESER, RASPBERRY WILDFLOWER HONEY MUSTARD SAUCE"
"Front Range Snacks, Inc.",010449781101,429.0,7.14,28.57,14.3,50.0,"SINFULLY THIN, BLUE CORN POPCORN"
"Front Range Snacks, Inc.",010449781200,500.0,10.71,28.57,10.7,53.57,"SINFULLY THIN, SUPERPOP POPCORN"
SUNKIST,052679700408,393.0,7.14,25.0,7.1,57.14,"SUNKIST, PREMIUM FRUIT & NUTS BLENDS, HAWAIIAN PINEAPPLE"
"B&G Foods North America, Inc.",819944010002,575.0,7.5,40.0,2.5,50.0,"RICKLAND ORCHARDS, GREEK YOGURT COATED ALMONDS"
"Natural Intentions, Inc.",858641003009,464.0,3.57,21.43,3.6,64.29,VEGGIE CHIPS
POP Gourmet LLC,855332005212,533.0,13.33,36.67,6.7,46.67,"POP!, GOURMET POPCORN, INFUSED GARLIC PARMESAN"
"Ahold USA, Inc.",688267036033,370.0,3.7,5.56,7.4,81.48,"FOODHOLD, OATS & O'S, CHOCOLATE, NATURALLY FLAVORED WHOLE GRAIN CORN AND OAT CEREAL"
"Ahold USA, Inc.",688267047282,355.0,6.45,0.0,9.7,87.1,"FOODHOLD, BE WELL, BERRY, LIGHTLY SWEETENED RICE AND WHEAT FLAKES WITH STRAWBERRIES"
"Ahold USA, Inc.",688267078729,379.0,6.9,0.0,0.0,89.66,"FOODHOLD, CRISPERS, CORN & RICE CEREAL BLENDED INTO CRUNCHY BITE-SIZED PIECES"
"Ahold USA, Inc.",688267090974,379.0,3.45,3.45,10.3,86.21,"FOODHOLD, FRUIT SWIRLS, SWEETENED MULTIGRAIN CEREAL NATURAL FRUIT FLAVOR WITH OTHER NATURAL FLAVORS"
"Ahold USA, Inc.",688267090998,406.0,6.25,3.12,3.1,84.38,"FOODHOLD, HONEY CRUNCHIN' OATS, TOASTED MULTI-GRAIN FLAKES WITH HONEY OAT CLUSTERS"
"Ahold USA, Inc.",688267091001,406.0,9.38,6.25,6.2,81.25,"FOODHOLD, HONEY CRUNCHIN' OATS, ALMOND, HONEY ROASTED CLUSTERS OF OATS WITH ALMONDS AND TOASTED FLAKES OF CORN, WHEAT & RICE"
"Ahold USA, Inc.",688267132674,379.0,3.45,3.45,10.3,86.21,"FOODHOLD, FRUIT SWIRLS, SWEETENED MULTIGRAIN CEREAL NATURAL FRUIT FLAVOR WITH OTHER NATURAL FLAVORS"
Pinnacle Foods Group LLC,644209004133,400.0,2.86,17.14,2.9,60.0,CREAMY FROSTING
Pinnacle Foods Group LLC,644209410408,410.0,5.13,10.26,2.6,76.92,"DUNCAN HINES, DELICIOUSLY MOIST CAKE MIX, DEVIL'S FOOD"
"Wal-Mart Stores, Inc.",078742064925,30.0,0.86,0.0,0.9,5.17,PETITE DICED TOMATOES WITH GARLIC & OLIVE OIL
Gonzalez & Tapanes Inc.,023545203118,85.0,5.38,0.77,5.4,15.38,"LA FE, CHICK PEAS"
"Wal-Mart Stores, Inc.",078742431871,17.0,0.85,0.0,1.7,3.42,DICED TOMATOES WITH GREEN CHILIES
Gonzalez & Tapanes Inc.,023545201015,85.0,4.62,0.0,5.4,13.85,"LA FE, RED KIDNEY BEANS"
"Wal-Mart Stores, Inc.",078742064918,32.0,0.79,0.0,1.6,7.14,DICED TOMATOES
Gonzalez & Tapanes Inc.,023545201091,85.0,4.62,0.0,3.8,15.38,"LA FE, PINTO BEANS"
"Wal-Mart Stores, Inc.",078742078816,375.0,0.0,0.0,0.0,95.83,INSTANT PUDDING & PIE FILLING
"Wal-Mart Stores, Inc.",078742021492,333.0,7.41,0.0,7.4,77.78,SOUR CREAM & CHIVE POTATOES
"Wal-Mart Stores, Inc.",078742135830,381.0,4.76,0.0,0.0,85.71,GELATIN DESSERT
"Wal-Mart Stores, Inc.",078742371849,333.0,0.0,8.33,0.0,66.67,"GREAT VALUE, CHICKEN GRAVY MIX"
Gonzalez & Tapanes Inc.,023545201084,69.0,4.62,0.0,2.3,13.08,"LA FE, BLACKEYE PEAS"
"Wal-Mart Stores, Inc.",078742229171,316.0,10.2,10.2,2.0,47.96,DELUXE MACARONI & CHEESE
"Wal-Mart Stores, Inc.",078742434544,393.0,10.71,3.57,3.6,75.0,STUFFING MIX
"Wal-Mart Stores, Inc.",078742021485,357.0,7.14,0.0,7.1,78.57,THREE CHEESE POTATOES
"Wal-Mart Stores, Inc.",078742016016,300.0,2.5,0.0,5.0,80.0,SEEDLESS CALIFORNIA RAISINS
"Wal-Mart Stores, Inc.",078742089492,250.0,2.5,0.0,7.5,65.0,PITTED PRUNES
"Wal-Mart Stores, Inc.",078742033969,53.0,1.77,0.0,1.8,12.39,"GREAT VALUE, DICED SKIN-ON YELLOW POTATOES"
"Wal-Mart Stores, Inc.",078742122892,393.0,10.71,3.57,3.6,75.0,STUFFING MIX
"Wal-Mart Stores, Inc.",078742228334,200.0,40.0,0.0,0.0,0.0,SUGAR FREE GELATIN DESSERT
"George DeLallo Co., Inc.",072368458243,30.0,2.41,0.0,2.4,4.82,SLICED HEARTS OF PALM SALAD CUT
"Wal-Mart Stores, Inc.",605388187802,242.0,6.06,21.21,0.0,15.15,SENSATIONS CHEESE DIP
"Wal-Mart Stores, Inc.",078742083933,314.0,20.0,5.71,17.1,60.0,CHICK PEAS
"Wild Oats Marketing, LLC",848737006090,343.0,7.14,4.29,5.7,70.0,ORGANIC BROWN RICE & QUINOA
"Wal-Mart Stores, Inc.",078742115771,54.0,12.5,1.79,0.0,0.0,WHITE CRAB MEAT
"Wal-Mart Stores, Inc.",078742014647,429.0,42.86,14.29,14.3,28.57,BACON FLAVORED BITS
"Wal-Mart Stores, Inc.",078742053110,32.0,1.61,0.81,1.6,4.84,PIZZA SAUCE
"Wild Oats Marketing, LLC",848737006083,375.0,12.5,0.0,5.4,75.0,ORGANIC COUSCOUS
"Wal-Mart Stores, Inc.",078742433387,381.0,4.76,0.0,0.0,90.48,GELATIN DESSERT
"Wal-Mart Stores, Inc.",078742228990,32.0,1.6,0.0,1.6,7.2,MIXED VEGETABLE MEDLEY
"Goya Foods, Inc.",041331021067,243.0,0.0,0.0,0.0,61.9,"GOYA, PREMIUM PINEAPPLE PRESERVE"
"Bimbo Bakeries USA, Inc.",074323092301,240.0,10.0,3.0,6.0,46.0,100% WHOLE WHEAT BREAD
"Sarabeth's Kitchen, Inc.",713109160123,200.0,0.0,0.0,5.0,45.0,"SARABETH'S, SPREADABLE FRUIT, MIXED BERRY"
"Once Again Nut Butter Collective, Inc.",044082034416,633.0,20.0,56.67,10.0,20.0,"ONCE AGAIN, NATURAL UNSWEETENED & SALT FREE ALMOND BUTTER, CREAMY"
Milton G. Waldbaum Company,075925301228,500.0,40.0,30.0,0.0,0.0,PARMESAN CHEESE
Milton G. Waldbaum Company,075925303369,235.0,20.59,14.71,0.0,5.88,"CRYSTAL FARMS, CRUMBLED GREEK STYLE WISCONSIN FETA CHEESE"
Milton G. Waldbaum Company,075925303406,235.0,20.59,14.71,0.0,5.88,"CRYSTAL FARMS, WISCONSIN TOMATO BASIL FETA CHEESE"
Milton G. Waldbaum Company,075925303390,357.0,25.0,28.57,0.0,0.0,"CRYSTAL FARMS, WISCONSIN GORGONZOLA CRUMBLED CHEESE"
Milton G. Waldbaum Company,075925303345,393.0,32.14,28.57,0.0,3.57,"CRYSTAL FARMS, WISCONSIN PARMESAN SHREDDED CHEESE"
Milton G. Waldbaum Company,075925303376,393.0,32.14,28.57,0.0,3.57,"CRYSTAL FARMS, WISCONSIN PARMESAN CHEESE"
Milton G. Waldbaum Company,075925303352,393.0,32.14,28.57,0.0,3.57,"CRYSTAL FARMS, WISCONSIN ROMANO CHEESE"
Milton G. Waldbaum Company,075925301204,500.0,40.0,30.0,0.0,0.0,PARMESAN CHEESE
Milton G. Waldbaum Company,075925304540,500.0,40.0,30.0,0.0,0.0,PARMESAN & ROMANO CHEESE
Milton G. Waldbaum Company,075925306575,385.0,23.08,30.77,0.0,3.85,"CRYSTAL FARMS, CHEDDAR CHEESE"
Milton G. Waldbaum Company,075925306599,385.0,23.08,30.77,0.0,3.85,"CRYSTAL FARMS, MEXICAN STYLE TACO CHEESE BLEND"
Milton G. Waldbaum Company,075925306568,294.0,26.47,20.59,0.0,5.88,"CRYSTAL FARMS, MOZZARELLA CHEESE"
Milton G. Waldbaum Company,075925306612,393.0,25.0,32.14,0.0,3.57,"CRYSTAL FARMS, CHEDDAR CHEESE"
Milton G. Waldbaum Company,075925306551,357.0,21.43,32.14,0.0,7.14,"CRYSTAL FARMS, MARBLE JACK CHEESE"
Milton G. Waldbaum Company,075925306605,357.0,21.43,28.57,0.0,3.57,"CRYSTAL FARMS, MEXICAN STYLE 4 CHEESE BLEND"
Milton G. Waldbaum Company,075925306537,286.0,25.0,21.43,0.0,7.14,"CRYSTAL FARMS, LOW MOISTURE PART-SKIM MOZZARELLA CHEESE"
Milton G. Waldbaum Company,075925306544,321.0,25.0,21.43,0.0,7.14,"CRYSTAL FARMS, PIZZERIA, LOW MOISTURE PART-SKIM MOZZARELLA & PROVOLONE CHEESES"
Milton G. Waldbaum Company,075925306582,393.0,25.0,32.14,0.0,3.57,"CRYSTAL FARMS, WISCONSIN SHARP CHEDDAR CHEESE"
Milton G. Waldbaum Company,075925303383,357.0,25.0,28.57,0.0,0.0,"CRYSTAL FARMS, WISCONSIN BLUE CHEESE"
Euro Foods Inc.,035032748040,357.0,28.57,25.0,0.0,0.0,GENOA SALAME
Sabra Dipping Company LLC,040822990011,286.0,7.14,21.43,3.6,17.86,"SABRA, ROASTED PINE NUT HUMMUS"
Sabra Dipping Company LLC,040822014731,250.0,7.14,17.86,7.1,17.86,"SABRA, SUN DRIED TOMATO HUMMUS"
Finlandia Cheese Inc.,673803080151,393.0,21.43,32.14,0.0,0.0,AMERICAN CHEESE
"Dairyfood USA, Inc.",044529143855,250.0,10.71,21.43,0.0,3.57,NACHO CHEESE DIP
"Belgioioso Cheese, Inc.",031142105704,400.0,20.0,30.0,0.0,0.0,PASTA BLEND SHREDDED SHARP PROVOLONE
Sabra Dipping Company LLC,040822027588,250.0,7.14,17.86,3.6,14.29,"SABRA, SPINACH AND ARTICHOKE HUMMUS"
"Belgioioso Cheese, Inc.",031142359008,400.0,40.0,20.0,0.0,0.0,FRESHLY GRATED PARMESAN CHEESE
Sabra Dipping Company LLC,040822020114,286.0,7.14,21.43,7.1,14.29,"SABRA, BASIL PESTO HUMMUS, BASIL"
Sabra Dipping Company LLC,040822330022,32.0,0.0,0.0,0.0,6.45,HOMESTYLE SALSA
Sabra Dipping Company LLC,040822342773,48.0,3.23,0.0,3.2,6.45,SALSA
Ambriola Co Inc,041793824930,400.0,20.0,30.0,0.0,0.0,"AMBRIOLA'S, GENUINE LOCATELLI, GRATED PECORINO ROMANO CHEESE"
Euro Foods Inc.,035032117303,214.0,25.0,12.5,0.0,0.0,PROSCIUTTO
"Calavo Growers, Inc.",070740610142,150.0,3.33,13.33,6.7,10.0,"CALAVO, FIESTA GUACAMOLE"
"DCI Cheese Company, Inc.",711565005040,286.0,14.29,21.43,0.9,3.57,"JOAN OF ARC, FRESH GOAT CHEESE, TOMATO, BASIL"
Zausner Foods Corp,070551765048,286.0,14.29,17.86,0.0,21.43,MILD GOAT CHEESE
"Agri-Mark, Inc.",078354702086,393.0,25.0,32.14,0.0,3.57,"CABOT, SHARP CHEDDAR CHEESE"
BLACK BEAR,630003792277,286.0,17.86,21.43,0.0,3.57,CRUMBLED FETA CHEESE
BLACK BEAR,630003792253,357.0,25.0,28.57,0.0,3.57,"BLACK BEAR, CRUMBLED BLUE CHEESE"
"Black Bear Enterprise, Inc.",630003792260,357.0,25.0,28.57,0.0,3.57,"BLACK BEAR OF THE BLACK FOREST, CRUMBLED GORGONZOLA CHEESE"
"DCI Cheese Company, Inc.",711565800256,357.0,25.0,28.57,0.0,0.0,"SALEMVILLE, AMISH GORGONZOLA CHEESE"
Alouette Cheese USA LLC,071448303015,286.0,17.86,25.0,3.6,3.57,"ALOUETTE, CRUMBLED GOAT CHEESE"
"Lactalis American Group, Inc.",070153293659,304.0,8.7,30.43,1.1,4.35,"PRESIDENT, RONDELE, GOURMET SPREADABLE CHEESE, GARLIC & HERBS"
"Lactalis American Group, Inc.",070153001254,261.0,8.7,19.57,1.1,8.7,"PRESIDENT, RONDELE, GOURMET SPREADABLE CHEESE, SPINACH & GARLIC"
Alouette Cheese USA LLC,071448500094,348.0,8.7,34.78,0.0,4.35,SOFT SPREADABLE CHEESE
Alouette Cheese USA LLC,071448500087,304.0,8.7,26.09,0.0,4.35,"ALOUETTE, BACON CHEDDAR SPREADABLE CHEESE, BOLD"
"Black Bear Enterprise, Inc.",630003999119,355.0,19.35,29.03,0.0,3.23,"BLACK BEAR OF THE BLACK FOREST, GARLIC & HERB CHEESE BALL"
"Black Bear Enterprise, Inc.",630003999157,355.0,19.35,29.03,0.0,3.23,"BLACK BEAR OF THE BLACK FOREST, COLD PACK CHEESE FOOD WITH ALMONDS AND PORT WINE, PORT WINE"
"Black Bear Enterprise, Inc.",630003999140,355.0,19.35,29.03,1.6,3.23,"BLACK BEAR OF THE BLACK FOREST, CHEDDAR CHEESE BALL"
Alouette Cheese USA LLC,071448303053,250.0,17.86,21.43,3.6,3.57,CRUMBLED CHEESE
Milton G. Waldbaum Company,075925303420,357.0,28.57,28.57,0.0,3.57,"CRYSTAL FARMS, WISCONSIN ASIAGO CHEESE"
Milton G. Waldbaum Company,075925301006,393.0,32.14,25.0,0.0,3.57,"CRYSTAL FARMS, PARMESAN CHEESE"
Milton G. Waldbaum Company,075925301143,214.0,17.86,14.29,0.0,3.57,"CRYSTAL FARMS, CHUNK GREEK STYLE FETA CHEESE"
Milton G. Waldbaum Company,075925300443,368.0,21.05,31.58,0.0,5.26,"CRYSTAL FARMS, DELUXE SLICES PASTEURIZED AMERICAN CHEESE"
EMMI,073015001720,393.0,28.57,32.14,0.0,0.0,GRUYERE CHEESE
Milton G. Waldbaum Company,075925286006,143.0,23.81,0.0,0.0,9.52,"CRYSTAL FARMS, FAT FREE AMERICAN CHEESE"
Milton G. Waldbaum Company,075925300412,238.0,19.05,14.29,0.0,9.52,"CRYSTAL FARMS, AMERICAN PASTEURIZED PROCESS CHEESE PRODUCT"
Milton G. Waldbaum Company,075925300177,333.0,19.05,23.81,0.0,9.52,"CRYSTAL FARMS, AMERICAN PASTEURIZED PROCESS CHEESE PRODUCT"
Milton G. Waldbaum Company,075925300405,333.0,19.05,23.81,0.0,9.52,"CRYSTAL FARMS, WHITE AMERICAN PASTEURIZED CHEESE PRODUCT"
Milton G. Waldbaum Company,075925285009,333.0,19.05,23.81,0.0,4.76,"CRYSTAL FARMS, SWISS STYLE CHEESE"
Milton G. Waldbaum Company,075925285207,333.0,19.05,23.81,0.0,9.52,"CRYSTAL FARMS, SHARP CHEDDAR SINGLES"
Milton G. Waldbaum Company,075925285214,286.0,19.05,19.05,0.0,9.52,"CRYSTAL FAMRS, PEPPER JACK CHEESE"
Milton G. Waldbaum Company,075925300061,316.0,15.79,23.68,0.0,5.26,"CRYSTAL FARMS, AMERICAN PASTEURIZED PROCESS CHEESE PRODUCT"
Milton G. Waldbaum Company,075925300436,381.0,23.81,28.57,0.0,4.76,"CRYSTAL FARMS, DELUXE SLICES AMERICAN CHEESE"
Milton G. Waldbaum Company,075925300221,316.0,15.79,23.68,0.0,10.53,AMERICAN PASTEURIZED PREPARED CHEESE PRODUCT
"Rico Products, Inc.",045364300120,67.0,6.67,0.0,6.7,20.0,"RICO, GARLIC OLIVE OIL"
"Rico Products, Inc.",045364301028,67.0,6.67,0.0,6.7,20.0,"GOYA, CHOPPED GARLIC"
"Belgioioso Cheese, Inc.",031142534252,357.0,25.0,28.57,0.0,0.0,"BELGIOIOSO, AGED ASIAGO ALL NATURAL CHEESE"
Wakim's Foods,084842101156,133.0,3.33,50.0,3.3,20.0,"WAKIMS FOODS, HOMESTYLE OLD FASHIONED HOMMUS"
"Calavo Growers, Inc.",070740616106,150.0,3.33,13.33,6.7,10.0,"CALAVO, GUACAMOLE"
"Rico Products, Inc.",045364300113,67.0,6.67,0.0,6.7,20.0,"RICO, GARLIC IN OLIVE OIL"
Baltimore Dominicana Cxa,787545052823,120.0,8.0,0.0,6.0,20.0,"BALDOM, GARLIC PASTE"
Blount Seafood Corporation,077958690188,53.0,2.45,0.82,2.9,8.98,"PANERA BREAD, ORGANIC VEGETARIAN CHILI"
Wakim's Foods,084842101200,167.0,6.67,10.0,0.0,16.67,"WAKIMS FOODS, HOMMUS WITH VEGETABLES"
J&F (U.S.A.) Int'L Trading Inc.,890067001146,208.0,0.0,0.0,0.0,41.67,"J&F, SLICED GARLIC IN WATER"
Wakim's Foods,084842101514,167.0,6.67,10.0,3.3,16.67,"WAKIMS FOODS, HOME STYLE HOMMUS WITH GREEN OLIVES"
"Rico Products, Inc.",045364300021,67.0,6.67,0.0,6.7,20.0,"RICO, MINCED GARLIC"
BELGIOIOSO,211190905031,250.0,17.86,21.43,0.0,3.57,"BELGIOIOSO, RICOTTA SALATA, THE ITALIAN FETA"
J&F (U.S.A.) Int'L Trading Inc.,890067001139,208.0,0.0,0.0,0.0,41.67,CHOPPED GARLIC
"Belgioioso Cheese, Inc.",031142523850,393.0,35.71,25.0,0.0,0.0,"BELGIOIOSO, PARMESAN CHEESE"
Skotidakis Goat Farm,775075000032,167.0,6.67,11.67,3.3,10.0,"SKOTIDAKIS, GREEK YOGURT DIP, TZATZIKI"
CELEBRITY INTERNATIONAL,628520225194,286.0,14.29,17.86,3.6,10.71,"CELEBRITY INTERNATIONAL, HONEY GOAT CHEESE, HONEY"
Euro Foods Inc.,035032778030,393.0,25.0,32.14,0.0,0.0,SALAME GENOA
Sabra Dipping Company LLC,040822342681,175.0,1.75,14.04,5.3,8.77,CLASSIC SINGLES GUACAMOLE
RICO,045364301042,100.0,6.67,0.0,0.0,20.0,PUREE GARLIC
Sabra Dipping Company LLC,040822012225,161.0,3.23,14.52,6.5,9.68,GUACAMOLE
Sabra Dipping Company LLC,040822342735,263.0,7.02,19.3,5.3,15.79,HUMMUS SINGLES
"Rico Products, Inc.",045364306702,67.0,6.67,0.0,6.7,20.0,"RICO, CHOPPED GARLIC"
Eaton Corporation,7469395510038,157.0,0.0,0.0,0.0,28.57,GARLIC PASTE
Baltimore Dominicana Cxa,787545052854,120.0,8.0,0.0,6.0,20.0,"BALDOM, GARLIC PASTE"
"Calavo Growers, Inc.",070740616120,150.0,3.33,13.33,6.7,10.0,"CALAVO, GUACAMOLE, PICO DE GALLO RECIPE, MEDIUM SPICE"
milly's desserts llc,854955002486,357.0,25.0,28.57,0.0,3.57,"EL COMPI, GOUDA CHEESE"
Wakim's Foods,084842102122,117.0,3.33,3.33,3.3,16.67,"WAKIMS FOODS, HOMMUS WITH TOMATO & BASIL"
Wakim's Foods,084842101538,107.0,3.33,3.33,3.3,13.33,"WAKIMS FOODS, HOMMUS WITH SPINACH"
milly's desserts llc,854955002097,222.0,7.07,7.07,0.0,34.34,"EL COMPI, VANILLA FLAN"
Blount Seafood Corporation,077958690560,82.0,4.49,0.61,5.7,13.88,BLACK BEAN SOUP
Blount Seafood Corporation,077958690416,43.0,2.13,1.06,0.9,6.81,CHICKEN NOODLE SOUP
Sahtaine Gourmet Foods,183201000014,460.0,8.67,24.33,16.7,50.0,"NAKED GRANOLA, GRANOLA"
Pineland Farms Potato Company Inc.,878849000228,321.0,14.29,21.43,0.0,10.71,"PINELAND FARMS CREAMERY, BACON SWISS SPREADABLE CHEESE"
Blount Seafood Corporation,077958690911,99.0,3.72,5.79,0.8,7.02,BROCCOLI CHEDDAR SOUP
Sahtaine Gourmet Foods,183201000076,487.0,9.67,26.33,16.7,50.0,GRANOLA
milly's desserts llc,854955002493,357.0,25.0,28.57,0.0,0.0,"EL COMPI, ALL NATURAL EDAM CHEESE"
"Boar's Head Provision Co., Inc.",042421059816,357.0,21.43,28.57,0.0,0.0,"BOAR'S HEAD, MUENSTER CHEESE"
U.B.C. Distributors,822514221548,429.0,7.14,12.5,0.0,67.86,TEA BISCUIT
JACOB'S,059290290608,467.0,13.33,13.33,6.7,73.33,"JACOB'S, CREAM CRACKERS"
GULLON,795130024162,423.0,3.85,23.08,11.5,73.08,"GULLON, VANILLA WAFER"
GULLON,795130022601,412.0,5.88,17.65,8.8,73.53,"GULLON, SUGAR FREE SOCIAL BISCUITS"
Rich Products Corporation,049800132337,529.0,2.94,23.53,0.0,70.59,SUGAR COOKIES
SUNBEST,896254050072,426.0,10.64,14.89,6.4,68.09,"SUNBEST, NATURAL CINNAMON & PUMPKIN SEEDS GRANOLA"
Labree's Bakery Inc,074555047421,392.0,2.7,18.92,1.4,55.41,"LA BREE'S BAKERY, GOLD MINI CUPCAKES"
Cortes Latin Foods Corp.,047366018225,500.0,8.33,18.75,4.2,75.0,"ONE SMART COOKIE, OATMEAL RAISIN"
Labree's Bakery Inc,074555047698,419.0,2.7,21.62,0.0,55.41,"LA BREE'S BAKERY, RED VELVET MINI CUPCAKES"
BEST CAKES,854196003556,433.0,6.52,12.17,2.6,76.74,TASTY BUTTERFLY CAKES
Labree's Bakery Inc,074555047520,392.0,2.7,18.92,1.4,56.76,"LA BREE'S BAKERY, CHOCOLATE MINI CUPCAKES"
Sweet Baby Rays Inc.,013409515624,321.0,0.0,35.71,0.0,3.57,"SWEET BABY RAY'S, CREAMY BUFFALO WING DIPPING SAUCE"
SOPHIA,619309000750,150.0,0.0,16.67,3.3,3.33,ITALIAN GREEN OLIVES
Star Food Products Inc,077541040055,393.0,25.0,32.14,0.0,3.57,"STARS, 100% NATURAL MILD CHEDDAR CHEESE"
PALERMO,885616003597,383.0,3.33,33.33,6.7,16.67,"PALERMO, BRUSCHETTA, TOMATO & OLIVES"
The Moran Group Incorporated,051933038202,72.0,1.6,4.0,0.0,8.0,CHEDDAR CHEESE CONDENSED SOUP
The Moran Group Incorporated,051933036901,112.0,4.8,3.2,4.0,16.0,"KASKEY'S, BEAN WITH BACON CONDENSED SOUP"
The Moran Group Incorporated,051933037106,88.0,1.6,4.8,1.6,9.6,CONDENSED SOUP
The Moran Group Incorporated,051933018600,350.0,10.0,2.5,2.5,70.0,COMPLETE PANCAKE & WAFFLE MIX
The Moran Group Incorporated,051933103009,132.0,6.77,4.89,3.0,12.78,"HARGIS HOUSE, CHILI WITH BEANS"
The Moran Group Incorporated,051933345584,68.0,2.12,0.47,1.2,13.88,MINI O'S SPAGHETTI RINGS IN TOMATO SAUCE
The Moran Group Incorporated,051933316409,100.0,3.59,3.98,2.0,12.35,"DEL PINO'S, MAC & BEEF"
The Moran Group Incorporated,051933035300,56.0,0.8,2.0,0.8,8.0,"KASKEY'S, CREAM OF MUSHROOM CONDENSED SOUP, LOW FAT"
The Moran Group Incorporated,051933038608,78.0,2.86,3.27,1.6,8.98,CHUNKY CHICKEN CORN CHOWDER SOUP
The Moran Group Incorporated,051933034204,48.0,2.4,1.6,0.8,6.4,CHICKEN NOODLE CONDENSED SOUP
The Moran Group Incorporated,051933037007,4.0,0.42,0.0,0.0,0.42,BEEF BROTH
The Moran Group Incorporated,051933027206,424.0,0.0,18.18,3.0,63.64,RICH & CREAMY FROSTING
The Moran Group Incorporated,051933665859,107.0,23.21,2.68,0.0,1.79,"HARGIS HOUSE, PREMIUM CHUNK WHITE CHICKEN IN WATER"
The Moran Group Incorporated,051933455627,333.0,4.76,3.57,2.4,71.43,"GINGER EVANS, PREMIUM MUFFIN & QUICK BREAD MIX, BLUEBERRY"
The Moran Group Incorporated,051933035201,37.0,2.86,0.82,0.8,4.9,"CHUNKY CHICKEN NOODEL, READY TO SERVE SOUP"
The Moran Group Incorporated,051933033900,424.0,0.0,18.18,0.0,66.67,RICH & CREAMY FROSTING
The Moran Group Incorporated,051933303829,62.0,6.25,0.0,0.0,12.5,HOT DOG CHILI SAUCE
The Moran Group Incorporated,051933036703,286.0,14.29,0.0,14.3,57.14,"KASKEY'S, ONION SOUP MIX"
The Moran Group Incorporated,051933344877,173.0,9.33,13.33,0.0,5.33,"HARGIS HOUSE, BBQ SEASONED VIENNA SAUSAGES"
The Moran Group Incorporated,051933134829,300.0,20.0,10.0,40.0,60.0,"GINGER EVANS, PREMIUM BAKING COCOA"
The Moran Group Incorporated,051933052611,107.0,23.21,0.89,0.0,0.0,CHUNK LIGHT TUNA IN WATER
The Moran Group Incorporated,051933158450,73.0,4.08,2.86,0.0,8.98,"KASKEY'S, CHUNKY SIRLOIN BURGER SOUP"
The Moran Group Incorporated,051933658035,214.0,23.21,14.29,0.0,0.0,"HARGIS HOUSE, CORNED BEEF"
The Moran Group Incorporated,051933177000,134.0,6.48,7.29,1.2,6.88,"HARGIS HOUSE, CHILI NO BEANS"
The Moran Group Incorporated,051933344860,200.0,11.67,16.67,0.0,1.67,CHICKEN VIENNA SAUSAGES IN CHICKEN BROTH
The Moran Group Incorporated,051933035508,65.0,4.08,1.02,1.2,9.8,"KASKEY'S, CHUNKY, BEEF VEGETABLE SAVORY SOUP"
The Moran Group Incorporated,051933464803,396.0,9.43,18.87,3.8,54.72,"PANNER, GRAPE JELLY & PEANUT BUTTER"
The Moran Group Incorporated,051933035409,72.0,2.4,0.4,1.6,15.2,CONDENSED VEGETABLE SOUP WITH BEEF STOCK
The Moran Group Incorporated,051933054745,333.0,10.0,1.67,3.3,70.0,"SKILLET MASTERS, BEEF PASTA"
The Moran Group Incorporated,051933347564,100.0,6.25,1.88,4.2,14.58,CHILI WITH BEANS
The Moran Group Incorporated,051933036406,45.0,2.86,0.82,0.4,6.12,CHICKEN NOODLE SOUP
The Moran Group Incorporated,051933316805,87.0,2.82,2.59,1.4,13.18,MINI BEEF RAVIOLI
The Moran Group Incorporated,051933044401,55.0,1.56,0.0,1.6,10.94,"HARGIS HOUSE, SLOPPY JOE SAUCE"
The Moran Group Incorporated,051933034600,72.0,1.6,0.0,0.8,16.8,CONDENSED SOUP
The Moran Group Incorporated,051933316300,89.0,2.82,2.59,1.2,13.41,BEEF RAVIOLI IN TOMATO & MEAT SAUCE
The Moran Group Incorporated,051933345942,321.0,12.5,28.57,0.0,1.79,"HARGIS HOUSE, LUNCHEON MEAT MADE WITH PORK AND CHICKEN"
The Moran Group Incorporated,051933052574,107.0,23.21,0.89,0.0,0.0,SOLID WHITE ALBACORE TUNA IN WATER
